"HHID","SID","personality__satisfaction_satHealth.2005","personality__satisfaction_satHealth.2009","personality__satisfaction_satHealth.2013","personality__satisfaction_satIncome.2005","personality__satisfaction_satIncome.2009","personality__satisfaction_satIncome.2013","personality__satisfaction_satLife.2005","personality__satisfaction_satLife.2009","personality__satisfaction_satLife.2013","personality__A_coarse.2005","personality__A_coarse.2009","personality__A_coarse.2013","personality__A_forgive.2005","personality__A_forgive.2009","personality__A_forgive.2013","personality__A_friendly.2005","personality__A_friendly.2009","personality__A_friendly.2013","personality__C_efficient.2005","personality__C_efficient.2009","personality__C_efficient.2013","personality__C_lazy.2005","personality__C_lazy.2009","personality__C_lazy.2013","personality__C_thorough.2005","personality__C_thorough.2009","personality__C_thorough.2013","personality__E_cmmnctv.2005","personality__E_cmmnctv.2009","personality__E_cmmnctv.2013","personality__E_reserved.2005","personality__E_reserved.2009","personality__E_reserved.2013","personality__E_sociable.2005","personality__E_sociable.2009","personality__E_sociable.2013","personality__N_dealStrss.2005","personality__N_dealStrss.2009","personality__N_dealStrss.2013","personality__N_nervous.2005","personality__N_nervous.2009","personality__N_nervous.2013","personality__N_worry.2005","personality__N_worry.2009","personality__N_worry.2013","personality__O_artExp.2005","personality__O_artExp.2009","personality__O_artExp.2013","personality__O_imagn.2005","personality__O_imagn.2009","personality__O_imagn.2013","personality__O_original.2005","personality__O_original.2009","personality__O_original.2013","predictor__currHealth_currHealth.2005","DOB","Sex","Age"
2152404,21524002,NA,NA,9,NA,NA,7,NA,NA,10,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1983,2,22
2152552,21525501,NA,NA,7,NA,NA,9,NA,NA,7,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1970,2,35
2152552,21525502,NA,NA,7,NA,NA,10,NA,NA,7,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1976,1,29
2152552,21525503,NA,NA,4,NA,NA,9,NA,NA,8,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1993,2,12
2152757,21527501,NA,NA,5,NA,NA,8,NA,NA,8,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1971,1,34
2152757,21527502,NA,NA,5,NA,NA,6,NA,NA,10,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1979,2,26
2152927,21529201,NA,NA,5,NA,NA,4,NA,NA,7,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1982,2,23
2152927,21529202,NA,NA,7,NA,NA,7,NA,NA,8,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1983,1,22
2153001,21530001,NA,NA,1,NA,NA,3,NA,NA,7,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1980,2,25
2153001,21530002,NA,NA,4,NA,NA,2,NA,NA,7,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1982,1,23
2153052,21530501,NA,NA,5,NA,NA,8,NA,NA,6,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1976,1,29
2153052,21530502,NA,NA,7,NA,NA,7,NA,NA,6,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1980,2,25
2153079,21530701,NA,NA,8,NA,NA,5,NA,NA,8,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1969,2,36
2153168,21531601,NA,NA,10,NA,NA,9,NA,NA,8,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1976,1,29
2153168,21531602,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1982,2,23
2153176,21531701,NA,NA,10,NA,NA,5,NA,NA,9,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1982,2,23
2153176,21531702,NA,NA,2,NA,NA,3,NA,NA,10,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1983,1,22
2153460,21534601,NA,NA,6,NA,NA,7,NA,NA,8,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1978,1,27
2153460,21534602,NA,NA,6,NA,NA,2,NA,NA,8,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1981,2,24
2153478,21534701,NA,NA,3,NA,NA,0,NA,NA,8,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1983,1,22
2153478,21534702,NA,NA,7,NA,NA,0,NA,NA,8,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1987,2,18
2153486,21534801,NA,NA,7,NA,NA,9,NA,NA,8,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1975,2,30
2153486,21534802,NA,NA,8,NA,NA,9,NA,NA,9,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1976,1,29
2153559,21535501,NA,NA,3,NA,NA,1,NA,NA,7,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1977,2,28
2153559,21535502,NA,NA,9,NA,NA,4,NA,NA,9,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1983,1,22
2153621,21536201,NA,NA,3,NA,NA,8,NA,NA,5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1970,2,35
3000442,30004401,NA,NA,8,NA,NA,8,NA,NA,8,NA,NA,1,NA,NA,6,NA,NA,6,NA,NA,6,NA,NA,3,NA,NA,7,NA,NA,5,NA,NA,5,NA,NA,5,NA,NA,4,NA,NA,4,NA,NA,5,NA,NA,2,NA,NA,2,NA,NA,3,NA,1982,1,23
3000442,30004402,NA,NA,3,NA,NA,8,NA,NA,5,NA,NA,5,NA,NA,5,NA,NA,6,NA,NA,6,NA,NA,2,NA,NA,6,NA,NA,7,NA,NA,4,NA,NA,5,NA,NA,4,NA,NA,4,NA,NA,6,NA,NA,4,NA,NA,3,NA,NA,4,NA,1983,2,22
3000698,30006901,NA,NA,9,NA,NA,10,NA,NA,8,NA,NA,1,NA,NA,7,NA,NA,7,NA,NA,4,NA,NA,3,NA,NA,6,NA,NA,7,NA,NA,2,NA,NA,7,NA,NA,3,NA,NA,2,NA,NA,2,NA,NA,6,NA,NA,6,NA,NA,5,NA,1991,2,14
3000698,30006902,NA,NA,5,NA,NA,8,NA,NA,9,NA,NA,2,NA,NA,6,NA,NA,5,NA,NA,6,NA,NA,4,NA,NA,7,NA,NA,6,NA,NA,4,NA,NA,7,NA,NA,5,NA,NA,3,NA,NA,7,NA,NA,1,NA,NA,3,NA,NA,5,NA,1993,2,12
3000698,35016702,NA,NA,9,NA,NA,8,NA,NA,8,NA,NA,1,NA,NA,6,NA,NA,6,NA,NA,6,NA,NA,2,NA,NA,6,NA,NA,5,NA,NA,4,NA,NA,4,NA,NA,6,NA,NA,2,NA,NA,4,NA,NA,2,NA,NA,4,NA,NA,5,NA,1978,1,27
3000698,35016703,NA,NA,6,NA,NA,6,NA,NA,6,NA,NA,5,NA,NA,5,NA,NA,3,NA,NA,4,NA,NA,3,NA,NA,5,NA,NA,6,NA,NA,1,NA,NA,5,NA,NA,5,NA,NA,6,NA,NA,5,NA,NA,1,NA,NA,3,NA,NA,3,NA,1971,2,34
3000701,30007001,NA,NA,7,NA,NA,4,NA,NA,7,NA,NA,4,NA,NA,3,NA,NA,5,NA,NA,5,NA,NA,5,NA,NA,6,NA,NA,4,NA,NA,4,NA,NA,4,NA,NA,6,NA,NA,4,NA,NA,3,NA,NA,2,NA,NA,4,NA,NA,5,NA,1987,1,18
3000795,30007901,NA,NA,8,NA,NA,0,NA,NA,10,NA,NA,4,NA,NA,4,NA,NA,6,NA,NA,7,NA,NA,2,NA,NA,7,NA,NA,4,NA,NA,7,NA,NA,2,NA,NA,6,NA,NA,2,NA,NA,1,NA,NA,7,NA,NA,4,NA,NA,5,NA,1959,1,46
3000809,30008001,NA,NA,8,NA,NA,8,NA,NA,8,NA,NA,4,NA,NA,7,NA,NA,6,NA,NA,5,NA,NA,5,NA,NA,7,NA,NA,6,NA,NA,4,NA,NA,5,NA,NA,6,NA,NA,2,NA,NA,2,NA,NA,7,NA,NA,7,NA,NA,5,NA,1981,1,24
3000833,30008301,NA,NA,8,NA,NA,7,NA,NA,8,NA,NA,1,NA,NA,4,NA,NA,6,NA,NA,3,NA,NA,6,NA,NA,7,NA,NA,5,NA,NA,6,NA,NA,4,NA,NA,4,NA,NA,4,NA,NA,4,NA,NA,3,NA,NA,7,NA,NA,5,NA,1988,1,17
3000876,30008701,NA,NA,5,NA,NA,8,NA,NA,3,NA,NA,5,NA,NA,6,NA,NA,2,NA,NA,5,NA,NA,3,NA,NA,6,NA,NA,7,NA,NA,3,NA,NA,6,NA,NA,4,NA,NA,5,NA,NA,3,NA,NA,3,NA,NA,6,NA,NA,4,NA,1988,2,17
3000884,30008801,NA,NA,8,NA,NA,7,NA,NA,7,NA,NA,5,NA,NA,7,NA,NA,7,NA,NA,7,NA,NA,5,NA,NA,6,NA,NA,7,NA,NA,3,NA,NA,6,NA,NA,5,NA,NA,1,NA,NA,5,NA,NA,6,NA,NA,6,NA,NA,6,NA,1985,1,20
3000892,30008901,NA,NA,9,NA,NA,5,NA,NA,8,NA,NA,1,NA,NA,4,NA,NA,5,NA,NA,6,NA,NA,3,NA,NA,7,NA,NA,5,NA,NA,4,NA,NA,6,NA,NA,5,NA,NA,3,NA,NA,2,NA,NA,7,NA,NA,7,NA,NA,6,NA,1982,1,23
3000892,30008902,NA,NA,8,NA,NA,8,NA,NA,10,NA,NA,3,NA,NA,7,NA,NA,6,NA,NA,5,NA,NA,3,NA,NA,6,NA,NA,6,NA,NA,4,NA,NA,5,NA,NA,3,NA,NA,4,NA,NA,4,NA,NA,7,NA,NA,6,NA,NA,6,NA,1987,2,18
3000906,30009001,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,7,NA,NA,7,NA,NA,4,NA,NA,4,NA,NA,2,NA,NA,5,NA,NA,5,NA,NA,5,NA,NA,6,NA,NA,5,NA,NA,4,NA,NA,2,NA,NA,3,NA,NA,4,NA,NA,4,NA,1944,1,61
3000906,30009002,NA,NA,0,NA,NA,6,NA,NA,5,NA,NA,-1,NA,NA,-1,NA,NA,7,NA,NA,4,NA,NA,-1,NA,NA,-1,NA,NA,-1,NA,NA,7,NA,NA,-1,NA,NA,1,NA,NA,7,NA,NA,-1,NA,NA,7,NA,NA,7,NA,NA,-1,NA,1945,2,60
3000949,30009401,NA,NA,6,NA,NA,8,NA,NA,8,NA,NA,1,NA,NA,7,NA,NA,7,NA,NA,7,NA,NA,1,NA,NA,7,NA,NA,3,NA,NA,7,NA,NA,2,NA,NA,6,NA,NA,2,NA,NA,7,NA,NA,6,NA,NA,4,NA,NA,5,NA,1981,2,24
3000981,30009801,NA,NA,5,NA,NA,8,NA,NA,7,NA,NA,3,NA,NA,3,NA,NA,6,NA,NA,5,NA,NA,5,NA,NA,6,NA,NA,5,NA,NA,4,NA,NA,5,NA,NA,4,NA,NA,4,NA,NA,3,NA,NA,3,NA,NA,6,NA,NA,6,NA,1977,2,28
3000990,30009901,NA,NA,4,NA,NA,8,NA,NA,9,NA,NA,1,NA,NA,4,NA,NA,7,NA,NA,7,NA,NA,1,NA,NA,7,NA,NA,7,NA,NA,6,NA,NA,7,NA,NA,5,NA,NA,6,NA,NA,6,NA,NA,7,NA,NA,1,NA,NA,4,NA,1938,2,67
3001007,30010001,NA,NA,9,NA,NA,9,NA,NA,10,NA,NA,5,NA,NA,7,NA,NA,6,NA,NA,6,NA,NA,1,NA,NA,7,NA,NA,7,NA,NA,4,NA,NA,6,NA,NA,5,NA,NA,4,NA,NA,3,NA,NA,2,NA,NA,4,NA,NA,4,NA,1951,2,54
3001023,30010201,NA,NA,5,NA,NA,8,NA,NA,8,NA,NA,2,NA,NA,2,NA,NA,5,NA,NA,6,NA,NA,5,NA,NA,7,NA,NA,7,NA,NA,1,NA,NA,7,NA,NA,5,NA,NA,5,NA,NA,7,NA,NA,5,NA,NA,7,NA,NA,7,NA,1990,2,15
3001040,30010401,NA,NA,10,NA,NA,8,NA,NA,10,NA,NA,1,NA,NA,7,NA,NA,7,NA,NA,7,NA,NA,1,NA,NA,7,NA,NA,6,NA,NA,1,NA,NA,5,NA,NA,6,NA,NA,3,NA,NA,4,NA,NA,1,NA,NA,5,NA,NA,3,NA,1983,2,22
3001058,30010501,NA,NA,8,NA,NA,4,NA,NA,8,NA,NA,1,NA,NA,6,NA,NA,6,NA,NA,6,NA,NA,3,NA,NA,7,NA,NA,6,NA,NA,4,NA,NA,6,NA,NA,7,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,6,NA,NA,4,NA,1986,1,19
3001066,30010602,NA,NA,8,NA,NA,6,NA,NA,7,NA,NA,2,NA,NA,3,NA,NA,5,NA,NA,6,NA,NA,1,NA,NA,6,NA,NA,4,NA,NA,3,NA,NA,3,NA,NA,4,NA,NA,2,NA,NA,5,NA,NA,3,NA,NA,5,NA,NA,5,NA,1989,2,16
3001147,30011401,NA,NA,2,NA,NA,7,NA,NA,8,NA,NA,3,NA,NA,5,NA,NA,5,NA,NA,6,NA,NA,1,NA,NA,6,NA,NA,4,NA,NA,6,NA,NA,3,NA,NA,5,NA,NA,5,NA,NA,5,NA,NA,7,NA,NA,5,NA,NA,2,NA,1930,2,75
3001147,30011402,NA,NA,8,NA,NA,7,NA,NA,9,NA,NA,5,NA,NA,6,NA,NA,3,NA,NA,6,NA,NA,1,NA,NA,6,NA,NA,7,NA,NA,3,NA,NA,4,NA,NA,7,NA,NA,6,NA,NA,2,NA,NA,7,NA,NA,6,NA,NA,5,NA,1941,1,64
3001171,30011701,NA,NA,9,NA,NA,7,NA,NA,10,NA,NA,5,NA,NA,7,NA,NA,7,NA,NA,6,NA,NA,5,NA,NA,6,NA,NA,7,NA,NA,1,NA,NA,7,NA,NA,7,NA,NA,1,NA,NA,2,NA,NA,7,NA,NA,7,NA,NA,6,NA,1960,1,45
3001210,30012101,NA,NA,6,NA,NA,7,NA,NA,6,NA,NA,3,NA,NA,7,NA,NA,6,NA,NA,6,NA,NA,3,NA,NA,5,NA,NA,6,NA,NA,7,NA,NA,2,NA,NA,2,NA,NA,7,NA,NA,7,NA,NA,7,NA,NA,6,NA,NA,5,NA,1980,2,25
3001350,30013501,NA,NA,7,NA,NA,5,NA,NA,6,NA,NA,3,NA,NA,6,NA,NA,6,NA,NA,6,NA,NA,1,NA,NA,6,NA,NA,5,NA,NA,4,NA,NA,4,NA,NA,6,NA,NA,1,NA,NA,4,NA,NA,4,NA,NA,4,NA,NA,4,NA,1949,1,56
3001350,30013502,NA,NA,10,NA,NA,8,NA,NA,10,NA,NA,5,NA,NA,7,NA,NA,4,NA,NA,7,NA,NA,1,NA,NA,6,NA,NA,6,NA,NA,4,NA,NA,4,NA,NA,4,NA,NA,1,NA,NA,1,NA,NA,-1,NA,NA,4,NA,NA,6,NA,1955,2,50
3001368,30013601,NA,NA,8,NA,NA,8,NA,NA,6,NA,NA,3,NA,NA,6,NA,NA,6,NA,NA,5,NA,NA,2,NA,NA,6,NA,NA,6,NA,NA,4,NA,NA,7,NA,NA,5,NA,NA,2,NA,NA,4,NA,NA,5,NA,NA,4,NA,NA,6,NA,1981,2,24
3001392,30013901,NA,NA,8,NA,NA,5,NA,NA,7,NA,NA,2,NA,NA,5,NA,NA,7,NA,NA,6,NA,NA,2,NA,NA,7,NA,NA,6,NA,NA,2,NA,NA,7,NA,NA,4,NA,NA,4,NA,NA,4,NA,NA,6,NA,NA,6,NA,NA,6,NA,1989,2,16
3001422,30014201,NA,NA,0,NA,NA,5,NA,NA,8,NA,NA,4,NA,NA,7,NA,NA,6,NA,NA,6,NA,NA,5,NA,NA,6,NA,NA,7,NA,NA,2,NA,NA,7,NA,NA,6,NA,NA,2,NA,NA,2,NA,NA,3,NA,NA,6,NA,NA,7,NA,1976,1,29
3001422,30014202,NA,NA,7,NA,NA,8,NA,NA,8,NA,NA,4,NA,NA,3,NA,NA,5,NA,NA,5,NA,NA,5,NA,NA,5,NA,NA,4,NA,NA,5,NA,NA,3,NA,NA,3,NA,NA,4,NA,NA,6,NA,NA,6,NA,NA,7,NA,NA,5,NA,1982,2,23
3001449,30014401,NA,NA,7,NA,NA,8,NA,NA,8,NA,NA,1,NA,NA,7,NA,NA,7,NA,NA,5,NA,NA,3,NA,NA,6,NA,NA,6,NA,NA,5,NA,NA,6,NA,NA,4,NA,NA,1,NA,NA,3,NA,NA,5,NA,NA,5,NA,NA,5,NA,1980,2,25
3001457,30014501,NA,NA,9,NA,NA,10,NA,NA,9,NA,NA,2,NA,NA,6,NA,NA,7,NA,NA,4,NA,NA,1,NA,NA,5,NA,NA,7,NA,NA,4,NA,NA,5,NA,NA,1,NA,NA,7,NA,NA,1,NA,NA,4,NA,NA,6,NA,NA,3,NA,1938,1,67
3001457,30014502,NA,NA,5,NA,NA,7,NA,NA,6,NA,NA,2,NA,NA,6,NA,NA,7,NA,NA,5,NA,NA,3,NA,NA,6,NA,NA,4,NA,NA,3,NA,NA,4,NA,NA,5,NA,NA,3,NA,NA,5,NA,NA,6,NA,NA,4,NA,NA,5,NA,1948,2,57
3001554,30015501,NA,NA,6,NA,NA,10,NA,NA,10,NA,NA,3,NA,NA,3,NA,NA,5,NA,NA,7,NA,NA,1,NA,NA,7,NA,NA,7,NA,NA,1,NA,NA,7,NA,NA,5,NA,NA,4,NA,NA,7,NA,NA,7,NA,NA,7,NA,NA,7,NA,1945,2,60
3001775,30017701,NA,NA,8,NA,NA,9,NA,NA,7,NA,NA,1,NA,NA,7,NA,NA,7,NA,NA,6,NA,NA,1,NA,NA,6,NA,NA,6,NA,NA,6,NA,NA,6,NA,NA,2,NA,NA,6,NA,NA,5,NA,NA,5,NA,NA,2,NA,NA,4,NA,1948,2,57
3001775,30017702,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,2,NA,NA,2,NA,NA,7,NA,NA,6,NA,NA,1,NA,NA,6,NA,NA,6,NA,NA,5,NA,NA,6,NA,NA,6,NA,NA,2,NA,NA,2,NA,NA,3,NA,NA,2,NA,NA,3,NA,1950,1,55
3001830,30018301,NA,NA,8,NA,NA,10,NA,NA,8,NA,NA,5,NA,NA,2,NA,NA,6,NA,NA,6,NA,NA,5,NA,NA,6,NA,NA,5,NA,NA,2,NA,NA,5,NA,NA,5,NA,NA,2,NA,NA,2,NA,NA,3,NA,NA,5,NA,NA,7,NA,1972,1,33
3001830,30018302,NA,NA,8,NA,NA,7,NA,NA,7,NA,NA,1,NA,NA,2,NA,NA,7,NA,NA,6,NA,NA,5,NA,NA,5,NA,NA,5,NA,NA,5,NA,NA,6,NA,NA,5,NA,NA,2,NA,NA,3,NA,NA,1,NA,NA,3,NA,NA,4,NA,1972,2,33
3001902,30019001,NA,NA,8,NA,NA,8,NA,NA,8,NA,NA,6,NA,NA,4,NA,NA,6,NA,NA,5,NA,NA,2,NA,NA,6,NA,NA,5,NA,NA,6,NA,NA,5,NA,NA,5,NA,NA,6,NA,NA,2,NA,NA,5,NA,NA,6,NA,NA,6,NA,1963,1,42
3001902,30019002,NA,NA,7,NA,NA,9,NA,NA,7,NA,NA,2,NA,NA,4,NA,NA,6,NA,NA,4,NA,NA,2,NA,NA,5,NA,NA,6,NA,NA,4,NA,NA,4,NA,NA,4,NA,NA,3,NA,NA,4,NA,NA,4,NA,NA,4,NA,NA,5,NA,1969,2,36
3001953,30019501,NA,NA,7,NA,NA,7,NA,NA,9,NA,NA,2,NA,NA,7,NA,NA,5,NA,NA,6,NA,NA,1,NA,NA,6,NA,NA,4,NA,NA,5,NA,NA,3,NA,NA,5,NA,NA,4,NA,NA,3,NA,NA,3,NA,NA,2,NA,NA,3,NA,1952,2,53
3002003,30020001,NA,NA,3,NA,NA,9,NA,NA,8,NA,NA,4,NA,NA,6,NA,NA,6,NA,NA,6,NA,NA,4,NA,NA,7,NA,NA,6,NA,NA,6,NA,NA,5,NA,NA,4,NA,NA,3,NA,NA,6,NA,NA,6,NA,NA,4,NA,NA,5,NA,1946,1,59
3002003,30020002,NA,NA,6,NA,NA,9,NA,NA,8,NA,NA,4,NA,NA,6,NA,NA,5,NA,NA,6,NA,NA,3,NA,NA,6,NA,NA,6,NA,NA,4,NA,NA,6,NA,NA,3,NA,NA,4,NA,NA,4,NA,NA,6,NA,NA,4,NA,NA,4,NA,1947,2,58
3002089,30020801,NA,NA,6,NA,NA,8,NA,NA,7,NA,NA,4,NA,NA,6,NA,NA,5,NA,NA,5,NA,NA,5,NA,NA,5,NA,NA,5,NA,NA,4,NA,NA,5,NA,NA,6,NA,NA,4,NA,NA,2,NA,NA,3,NA,NA,3,NA,NA,5,NA,1955,1,50
3002330,30023301,NA,NA,10,NA,NA,10,NA,NA,10,NA,NA,2,NA,NA,6,NA,NA,4,NA,NA,5,NA,NA,2,NA,NA,4,NA,NA,4,NA,NA,4,NA,NA,6,NA,NA,3,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,4,NA,NA,3,NA,1921,2,84
3002356,30023501,NA,NA,4,NA,NA,6,NA,NA,7,NA,NA,6,NA,NA,6,NA,NA,4,NA,NA,6,NA,NA,3,NA,NA,6,NA,NA,6,NA,NA,5,NA,NA,5,NA,NA,2,NA,NA,4,NA,NA,6,NA,NA,3,NA,NA,2,NA,NA,5,NA,1962,1,43
3002356,30023502,NA,NA,6,NA,NA,5,NA,NA,7,NA,NA,2,NA,NA,6,NA,NA,6,NA,NA,6,NA,NA,2,NA,NA,6,NA,NA,5,NA,NA,4,NA,NA,5,NA,NA,6,NA,NA,2,NA,NA,2,NA,NA,6,NA,NA,3,NA,NA,1,NA,1972,2,33
3002542,30025401,NA,NA,9,NA,NA,6,NA,NA,8,NA,NA,3,NA,NA,4,NA,NA,5,NA,NA,6,NA,NA,6,NA,NA,6,NA,NA,6,NA,NA,4,NA,NA,6,NA,NA,5,NA,NA,2,NA,NA,5,NA,NA,5,NA,NA,4,NA,NA,4,NA,1932,1,73
3002542,30025402,NA,NA,7,NA,NA,6,NA,NA,8,NA,NA,1,NA,NA,5,NA,NA,6,NA,NA,6,NA,NA,1,NA,NA,7,NA,NA,6,NA,NA,1,NA,NA,6,NA,NA,5,NA,NA,4,NA,NA,4,NA,NA,6,NA,NA,5,NA,NA,5,NA,1933,2,72
